title,popularity,collection,genres_encoded
Shoot the Moon,1.194891,No Collection,"[6, 14]"
Somewhere in the Night,1.194854,No Collection,"[6, 17, 4, 13]"
The Hire: Ticker,1.194806,The Hire,"[0, 1]"
Blood Shed,1.194683,No Collection,[11]
Permanent Record,1.194377,No Collection,[6]
You & Me Forever,1.194239,No Collection,[6]
Incubus,1.194126,No Collection,[11]
Bitter Feast,1.194121,No Collection,"[11, 17]"
26 Years,1.1939,No Collection,"[6, 17]"
LasseMajas detektivbyrå - Stella Nostra,1.193855,LasseMaja: Samling,"[3, 7]"
Knock on Any Door,1.19379,No Collection,"[4, 6]"
Jump Tomorrow,1.19372,No Collection,"[6, 3, 14]"
The Voice of the Moon,1.193661,No Collection,"[1, 3, 6]"
Robot Carnival,1.193577,No Collection,"[2, 8, 15]"
Where's Marlowe?,1.193384,No Collection,"[3, 13, 17]"
The Jolson Story,1.193303,No Collection,"[6, 12]"
The Princess & the Marine,1.193211,No Collection,"[6, 14]"
Bloodlust: Subspecies III,1.192999,Subspecies Collection,"[8, 11, 17]"
Janky Promoters,1.192891,No Collection,[3]
Winnie the Pooh and Tigger Too,1.192837,No Collection,"[2, 7]"
Eugenie,1.192835,No Collection,"[6, 11]"
Phat Girlz,1.19271,No Collection,"[3, 14]"
Next Floor,1.192509,No Collection,[3]
The Bridge of San Luis Rey,1.192451,No Collection,"[14, 6]"
Done the Impossible,1.192406,No Collection,[5]
Paper Castles,1.192361,No Collection,"[14, 6]"
Avalanche,1.192297,No Collection,"[0, 1, 6]"
The Conclave,1.192131,No Collection,"[6, 10]"
The Last House on Dead End Street,1.191593,No Collection,[11]
The Break-up Artist,1.191485,No Collection,"[3, 14]"
The Legend Is Born: Ip Man,1.191096,No Collection,"[6, 0, 10]"
Black and White,1.191035,No Collection,[6]
#1 Cheerleader Camp,1.190427,No Collection,"[3, 6]"
Design of Death,1.190345,No Collection,"[13, 6]"
The Long Day Closes,1.190292,No Collection,[6]
Cosy Dens,1.190201,No Collection,"[3, 6]"
Late Night Trains,1.190145,No Collection,[11]
"Oh, God! Book II",1.189834,"Oh, God! Collection","[8, 3]"
Ten Tall Men,1.189812,No Collection,"[0, 1, 18]"
The Best Intentions,1.189742,No Collection,"[6, 14]"
Venus Wars,1.189609,No Collection,"[0, 2, 15]"
Green Snake,1.189603,No Collection,"[0, 8, 9, 14, 15]"
Gotti,1.189465,No Collection,"[16, 6, 4]"
Cowboys & Angels,1.188935,No Collection,"[3, 6, 9]"
Villa Rides,1.188777,No Collection,"[0, 19]"
The Grim Reaper,1.188769,No Collection,[11]
The 10th Victim,1.188717,No Collection,"[3, 6, 15, 17]"
Charlie,1.188662,No Collection,"[6, 14]"
Murder in Three Acts,1.18855,No Collection,"[4, 6, 13]"
90 Minutes,1.188532,No Collection,[6]
The Last of the Unjust,1.188118,No Collection,[5]
Starquest II,1.188052,No Collection,"[17, 15]"
The Game of Truth,1.187998,No Collection,"[3, 6]"
Longshot,1.187862,No Collection,"[0, 3, 7, 17]"
Spud 3: Learning to Fly,1.187815,Spud Collection,[3]
Girl with a Suitcase,1.187802,No Collection,"[3, 6, 14]"
Ogre,1.187773,No Collection,"[11, 15]"
Perez.,1.187722,No Collection,[6]
Godzilla Against MechaGodzilla,1.187456,Godzilla (Millennium) Collection,"[0, 9, 11, 15]"
Demolition of a Wall,1.187422,No Collection,[5]
I'm Staying,1.18741,No Collection,"[3, 14]"
War Dance,1.187409,No Collection,"[5, 12, 18]"
The Undertaker's Wedding,1.187218,No Collection,[3]
All About Actresses,1.18718,No Collection,"[3, 6]"
Super Bitch,1.187098,No Collection,[0]
Japan Sinks,1.187029,No Collection,"[6, 17, 1, 15]"
Fade to Black,1.186847,No Collection,"[5, 12]"
All Stars 2: Old Stars,1.186702,All Stars Collectie,"[3, 6]"
"Welcome Back, Mr. McDonald",1.186608,No Collection,"[3, 9]"
Flakes,1.186546,No Collection,"[3, 14]"
Resurrection County,1.186517,No Collection,"[11, 17]"
The Robot vs. The Aztec Mummy,1.186265,No Collection,"[15, 11]"
Guidance,1.186123,No Collection,[3]
True Love and Chaos,1.186081,No Collection,"[4, 6]"
Hurry Sundown,1.185971,No Collection,[6]
Dream Wife,1.185885,No Collection,"[3, 14]"
Spinout,1.185832,No Collection,"[6, 3, 12]"
Vampire in Love,1.185717,No Collection,[6]
Swiss Miss,1.185614,No Collection,[3]
It's Always Fair Weather,1.1856,No Collection,"[12, 14]"
Matt Shepard Is a Friend of Mine,1.185564,No Collection,"[10, 5]"
House of the Long Shadows,1.185515,No Collection,"[11, 3, 13]"
Twice-Told Tales,1.18542,No Collection,"[11, 13, 14, 15]"
Merry Matrimony,1.185419,No Collection,"[14, 16]"
The Ouija Exorcism,1.185324,The Ouija Experiment Collection,[11]
White Bim Black Ear,1.185288,No Collection,[6]
Peep World,1.185288,No Collection,[3]
Empire of Passion,1.185074,No Collection,"[6, 11, 14]"
Sudden Fear,1.184996,No Collection,"[6, 17]"
Man Walking Around a Corner,1.184891,No Collection,[5]
Convenience,1.184523,No Collection,"[0, 3]"
8213: Gacy House,1.184452,Paranormal Investigations Collection,"[11, 13, 4]"
Perkins' 14,1.18443,No Collection,"[11, 17]"
Zebraman,1.184277,Zebraman Collection,"[0, 3, 9]"
Mato sem Cachorro,1.18406,No Collection,[3]
Stalked by My Doctor,1.184042,No Collection,[17]
Russkies,1.184009,No Collection,"[6, 7]"
The Fourth State,1.183753,No Collection,[17]
Mandela,1.183739,No Collection,"[5, 10]"
Shed No Tears,1.183554,No Collection,"[6, 12, 14]"
Life and Nothing More...,1.183477,Koker Trilogy,"[1, 6]"
"Moonshot, the Flight of Apollo 11",1.18327,No Collection,[6]
Sunday in New York,1.183226,No Collection,"[14, 3]"
1920,1.183047,1920 Collection,[11]
The Perfect Roommate,1.183015,No Collection,"[16, 4, 13, 17]"
Iliza Shlesinger: Confirmed Kills,1.182674,No Collection,[3]
The Sinful Dwarf,1.182635,No Collection,"[4, 11]"
They Came Back,1.182462,No Collection,"[6, 8]"
The Hollywood Revue of 1929,1.182411,No Collection,"[3, 12]"
Perry Mason: The Case of the All-Star Assassin,1.181879,No Collection,"[4, 6, 13]"
Hell Below,1.181772,No Collection,"[14, 6, 18]"
Cooperstown,1.181628,No Collection,[6]
Battle in Outer Space,1.181169,No Collection,[15]
Ruggles of Red Gap,1.181128,No Collection,"[3, 14]"
The Shaolin Avengers,1.181126,No Collection,[0]
Young Girls of Wilko,1.181015,No Collection,"[6, 14]"
Hollywood Sex Wars,1.180964,No Collection,[3]
Ecstasy of Order: The Tetris Masters,1.180907,No Collection,[5]
Three from Prostokvashino,1.18076,Prostokvashino Collection,[2]
Toilet,1.180627,No Collection,[6]
Tomorrow I'll Wake Up and Scald Myself with Tea,1.180615,No Collection,"[3, 15, 18]"
The Flame and the Arrow,1.180546,No Collection,"[1, 14]"
A Doll's House,1.180514,No Collection,"[3, 6]"
Tale in the Darkness,1.180238,No Collection,[6]
Trespassing,1.180205,No Collection,[11]
The Pretender: Island of the Haunted,1.179954,No Collection,"[16, 0, 4, 13]"
When Women Had Tails,1.179922,Quando le donne avevano la coda,"[3, 8, 15]"
Night of the Lepus,1.179811,No Collection,"[11, 15]"
The Truth,1.179709,No Collection,[6]
Thrive,1.179601,No Collection,[5]
Crulic - The Path to Beyond,1.179559,No Collection,"[2, 5]"
Wolf Girl,1.179495,No Collection,"[6, 8, 11]"
A Man Called Hero,1.17946,No Collection,"[6, 0, 1]"
Shadowzone,1.179286,No Collection,"[11, 15]"
Facing the Truth,1.179277,No Collection,[6]
Skeleton Man,1.179182,No Collection,"[11, 0, 17]"
Android Apocalypse,1.179,No Collection,[15]
Blood for a Silver Dollar,1.17893,No Collection,"[19, 0, 14]"
Raising Victor Vargas,1.178723,No Collection,"[6, 14]"
Fastball,1.178657,No Collection,[5]
Windwalker,1.178642,No Collection,"[1, 6, 19]"
Jamie Foxx: I Might Need Security,1.178633,No Collection,[3]
Giants and Toys,1.178603,No Collection,[3]
The Far Pavilions,1.178475,No Collection,"[6, 10, 14]"
Moon Warriors,1.17823,No Collection,"[0, 1, 6, 8, 9, 14, 15]"
The Classified File,1.178156,No Collection,"[4, 6]"
Guinea Pig: Devil's Experiment,1.177852,Guinea Pig Collection,[11]
Cut!,1.177813,No Collection,"[17, 11, 13]"
Ironmaster,1.177765,No Collection,"[1, 0]"
The Blood Beast Terror,1.17773,No Collection,"[11, 13, 15]"
Tsatsiki,1.177552,No Collection,"[7, 6]"
Witch Way Love,1.177375,No Collection,"[1, 3, 8, 14]"
Pistol Opera,1.177322,No Collection,"[6, 0, 17, 4, 9]"
The Perfect Student,1.17723,No Collection,"[16, 4, 13, 17]"
Insanity,1.177078,No Collection,"[13, 17]"
Ladies' Doctor,1.177053,No Collection,[3]
The Garden,1.177019,No Collection,[6]
I Don't Kiss,1.177,No Collection,[6]
Christmas Town,1.176964,No Collection,"[8, 6, 0, 3, 17, 7]"
Kisaragi,1.176904,No Collection,"[3, 13]"
A Muppet Family Christmas,1.176662,No Collection,"[7, 16]"
To Paint or Make Love,1.176549,No Collection,"[3, 14]"
The Belles of St. Trinian's,1.176414,St. Trinian's Collection,[3]
The King's Choice,1.176258,No Collection,"[18, 0, 6]"
The Fabulous Baron Munchausen,1.176231,No Collection,"[1, 2, 8]"
The Zero Boys,1.176132,No Collection,"[11, 0, 17]"
Goldfish Memory,1.175971,No Collection,"[3, 6, 14]"
Almost Normal,1.175873,No Collection,"[15, 6, 3]"
Love Crazy,1.175665,No Collection,"[3, 14]"
Male and Female,1.175646,No Collection,"[1, 6]"
Seven Days in Utopia,1.175587,No Collection,[6]
Red Eagle,1.175345,No Collection,"[0, 3, 17]"
Eva,1.175325,No Collection,[6]
Montana,1.174927,No Collection,"[6, 0, 3, 4]"
Dad Savage,1.174856,No Collection,"[4, 17]"
Clubland,1.174855,No Collection,"[6, 3, 14]"
A Page of Madness,1.174776,No Collection,"[6, 11]"
Buck Wild,1.174764,No Collection,"[3, 11]"
The Tenth Circle,1.174468,No Collection,"[16, 6, 13, 17]"
Lovey-Dovey 3,1.174113,Lovey-Dovey Collection,"[3, 8]"
To Kill with Intrigue,1.174062,No Collection,"[0, 6]"
You Are My Pet,1.174051,No Collection,"[3, 14]"
Pursuit to Algiers,1.174046,Sherlock Holmes (1939 series),"[13, 1, 4]"
Awaydays,1.173881,No Collection,"[6, 9]"
The Amazing Screw-On Head,1.173854,No Collection,"[3, 0, 1, 2, 15]"
Oxford Blues,1.17383,No Collection,"[3, 6]"
Muhammad: The Messenger of God,1.173732,No Collection,"[6, 10]"
The Telephone Book,1.173717,No Collection,"[3, 14, 6]"
Destined for Blues,1.173474,No Collection,"[6, 12]"
Devil Girl from Mars,1.173332,No Collection,[15]
Davy Crockett and the River Pirates,1.173254,Davy Crockett Collection,"[3, 0, 1, 7]"
Normal Adolescent Behavior,1.173129,Havoc Collection,"[14, 6]"
Die Tigerin,1.173119,No Collection,[6]
Sexy Killer: You'll Die for Her,1.17307,No Collection,"[3, 11, 17]"
A Tale of Winter,1.172867,Tales of the Four Seasons,"[3, 9]"
Deliver Us from Eva,1.172757,No Collection,"[3, 6, 14, 15, 17]"
Hurricane of Fun: The Making of Wet Hot,1.172748,No Collection,[5]
A Curtain Raiser,1.172728,No Collection,"[6, 0]"
The Ape Woman,1.172612,No Collection,"[6, 3]"
Crossing the Bridge: The Sound of Istanbul,1.172386,No Collection,"[5, 12]"
Bill Cunningham New York,1.172363,No Collection,[5]
Catch a Christmas Star,1.172252,No Collection,"[7, 14]"
Hum Aapke Hain Koun,1.172228,No Collection,"[6, 14, 9]"
Overheard 2,1.172189,Overheard Collection,"[0, 6, 17]"
Jay Mohr: Funny for a Girl,1.172097,No Collection,[3]
American Anarchist,1.172089,No Collection,[5]
The Good Die Young,1.171976,No Collection,[4]
The Night of Varennes,1.171804,No Collection,"[6, 10]"
Forever,1.171801,No Collection,"[6, 14, 17]"
Bhoothnath Returns,1.171748,Bhoothnath Collection,"[3, 6, 11, 8]"
The Man Who Captured Eichmann,1.171478,No Collection,"[16, 6, 10, 18]"
Anthony Jeselnik: Thoughts and Prayers,1.171422,No Collection,[3]
Pieces of Talent,1.17128,No Collection,"[11, 17]"
Zeta One,1.171242,No Collection,"[3, 8, 15]"
Concrete Night,1.171222,No Collection,[6]
The Song of Bernadette,1.171051,No Collection,[6]
Jesus Christ Superstar - Live Arena Tour,1.170973,No Collection,"[7, 12]"
Manufactured Landscapes,1.170876,No Collection,[5]
Two Little Boys,1.170867,No Collection,[3]
Outside the Law,1.170864,No Collection,"[0, 6, 10, 18]"
Thieves After Dark,1.170842,No Collection,"[17, 14, 4, 6]"
The Art of Negative Thinking,1.170779,No Collection,"[3, 6]"
The Paleface,1.170751,The Paleface Collection,"[3, 19]"
Gideon's Daughter,1.170696,No Collection,[6]
Easy Living,1.170418,No Collection,"[3, 14]"
Naked Soldier,1.170411,Naked Collection,"[0, 6]"
The Millionaire,1.170284,No Collection,"[3, 6]"
The Nine Lives of Tomas Katz,1.170236,No Collection,"[3, 6, 8, 13]"
The Career of Nikos Dyzma,1.170163,No Collection,"[3, 9]"
Welcome to 18,1.17002,No Collection,"[3, 6]"
Rock Slyde,1.169769,No Collection,"[3, 17, 13]"
The Waiting Game,1.169592,No Collection,[3]
Puppet Master: The Legacy,1.169339,Puppet Master Collection,"[11, 8, 15]"
Zift,1.169328,No Collection,"[6, 17]"
Act of Love,1.169288,No Collection,"[6, 18, 14]"
The Commander,1.169267,No Collection,"[0, 18]"
Love Lies Bleeding,1.16919,No Collection,"[0, 4, 17]"
George Carlin: Doin' it Again,1.169166,George Carlin Comedy Collection,"[16, 3, 5]"
Curse of the Fly,1.168944,The Fly (1958 series),"[11, 15]"
Plastic Galaxy: The Story of Star Wars Toys,1.168756,No Collection,[5]
Nightjohn,1.168698,No Collection,[6]
PG 16...,1.168623,No Collection,"[14, 3, 6]"
Spiders 2: Breeding Ground,1.168436,Spiders - Collection,"[11, 15]"
American Justice,1.168247,No Collection,[0]
Massacre at Central High,1.168074,No Collection,"[6, 11, 17]"
Too Late for Tears,1.167964,No Collection,"[4, 13]"
Captain Nemo and the Underwater City,1.167913,No Collection,"[1, 7]"
The Lion and the Horse,1.167911,No Collection,[19]
Our Last Tango,1.167896,No Collection,[5]
The Undesirable,1.167734,No Collection,"[14, 6]"
Lapland Odyssey 2,1.167688,Napapiirin sankarit,[3]
Weary River,1.16766,No Collection,"[14, 6]"
Ziggy  Stardust and the Spiders from Mars,1.167518,No Collection,"[5, 12]"
Blood Curse,1.167209,No Collection,"[11, 13]"
Faces of Death II,1.166911,Faces of Death Collection,"[11, 5]"
The Phenom,1.166841,No Collection,[6]
Underwater!,1.166809,No Collection,"[1, 6]"
Fuck Up,1.166698,No Collection,[6]
Sarafina!,1.166646,No Collection,"[6, 7, 9, 12]"
Fast Food Fast Women,1.166622,No Collection,"[3, 14]"
The Sign of the Cross,1.166429,No Collection,"[6, 10]"
Doppelganger,1.166411,No Collection,"[11, 13, 17]"
Too Shy to Try,1.166358,No Collection,[3]
The Incident,1.166142,No Collection,"[17, 6]"
I Am Evel Knievel,1.16603,No Collection,[5]
The Sound And The Fury,1.166012,No Collection,[6]
State Affairs,1.16594,No Collection,[17]
Just the Ticket,1.165752,No Collection,"[3, 14]"
Atomic Train,1.165723,No Collection,"[0, 17, 16]"
The Song of Sparrows,1.165679,No Collection,[6]
Bruce Lee: A Warrior's Journey,1.165594,No Collection,[5]
Chicago 10,1.165384,No Collection,[5]
A Dangerous Game,1.165251,No Collection,[5]
Regular Guys,1.165202,No Collection,"[3, 9]"
Burning Palms,1.165191,No Collection,"[3, 6, 7]"
The Adventures of Scamper the Penguin,1.165088,No Collection,"[2, 7]"
The October Man,1.165061,No Collection,"[6, 13, 17]"
Brink of Life,1.16503,No Collection,[6]
A Better Way to Die,1.164735,No Collection,"[0, 17]"
The Jungle,1.164692,No Collection,[17]
The 3 Penny Opera,1.164615,No Collection,"[3, 6, 12]"
Angels Over Broadway,1.164564,No Collection,[6]
"Cherry, Harry & Raquel!",1.164316,No Collection,"[0, 3]"
Jimi Hendrix: Hear My Train A Comin',1.164304,No Collection,"[5, 10, 12]"
In the Crosswind,1.164299,No Collection,"[10, 18]"
Echoes from the Dead,1.16425,No Collection,"[6, 13]"
Esteros,1.164059,No Collection,"[3, 6, 14]"
Three Lives and Only One Death,1.163947,No Collection,"[3, 4]"
A Heartland Christmas,1.163721,No Collection,[7]
Sleepwalker,1.163704,No Collection,[11]
Pluto's Christmas Tree,1.163695,No Collection,"[2, 3]"
"Monkeyshines, No. 1",1.163672,No Collection,[3]
They Found Hell,1.163551,No Collection,[11]
Future Cops,1.16345,No Collection,"[0, 3]"
"In the blue sea, in the white foam.",1.163353,No Collection,"[2, 7, 8]"
Choice of Purpose,1.163124,No Collection,"[6, 10]"
Bad Man's River,1.163004,No Collection,"[0, 19]"
The Young Philadelphians,1.162798,No Collection,"[6, 14]"
Division III: Football's Finest,1.162596,No Collection,"[3, 14]"
Emmanuelle Around the World,1.162538,Black Emanuelle Collection,"[6, 11, 14]"
Ghetto,1.162467,No Collection,"[10, 18]"
A Soldier's Tale,1.162388,No Collection,"[14, 18, 6]"
Mrs. Lambert Remembers Love,1.162197,No Collection,[6]
Kisses,1.162099,No Collection,"[6, 9]"
No No: A Dockumentary,1.16206,No Collection,[5]
Yossi,1.162001,Yossi Collection,"[6, 14]"
Meet the Guilbys,1.161943,No Collection,"[3, 6]"
Still Breathing,1.161851,No Collection,"[3, 6, 14]"
Lorenzo,1.161778,No Collection,"[2, 3, 7]"
Starting Out in the Evening,1.161496,No Collection,[6]
Doors Open,1.161399,No Collection,"[16, 4, 6]"
The Thirteen Assassins,1.161105,No Collection,"[1, 0]"
Phantom Pain,1.161097,No Collection,"[6, 9]"
Animalympics,1.16106,No Collection,"[3, 2, 7]"
Lovey-Dovey 2,1.16103,Lovey-Dovey Collection,"[3, 8]"
Chaos on the Bridge,1.16084,No Collection,"[16, 5, 15]"
A.P.E.X.,1.160832,No Collection,"[15, 0]"
Fool Circle,1.160712,No Collection,"[6, 3]"
The Wiz Live!,1.160656,No Collection,[12]
Moomins on the Riviera,1.160542,No Collection,"[2, 3, 7]"
Tender Mercies,1.160488,No Collection,"[6, 12, 14]"
Fashion Victims,1.160355,No Collection,"[3, 9]"
Speedy,1.160323,No Collection,[3]
Perry Mason: The Case of the Defiant Daughter,1.160214,No Collection,[13]
Double Suicide,1.160174,No Collection,"[6, 14, 9]"
Raavan,1.160169,No Collection,"[0, 1, 4, 6, 14, 17]"
Disappearing Acts,1.15989,No Collection,"[16, 14, 6]"
Food of the Gods II,1.159883,No Collection,"[11, 15]"
About a Girl,1.159873,No Collection,"[6, 3]"
The Best Movie 2,1.159844,Самый лучший фильм - Коллекция,[3]
Michou d'Auber,1.159742,No Collection,"[6, 17]"
The Mutilator,1.159509,No Collection,[11]
Agatha and the Storm,1.159325,No Collection,"[14, 3, 6]"
Alvin Purple,1.159291,No Collection,[3]
The Plainsman,1.159273,No Collection,"[19, 18, 10, 14]"
The Story Of My Life,1.15926,No Collection,"[3, 14]"
Once Upon A Time in Phuket,1.159178,No Collection,[3]
40 Guns to Apache Pass,1.158998,No Collection,[19]
I Love You Both,1.158989,No Collection,[3]
Show People,1.158975,No Collection,"[3, 14]"
Trilogy of Terror II,1.15884,Trilogy of Terror Collection,"[11, 17]"
Greetings,1.158633,No Collection,[3]
Brightest Star,1.158604,No Collection,"[3, 6, 14]"
Randy Rides Alone,1.158542,No Collection,"[0, 19]"
Germany: A Summer's Fairytale,1.158527,No Collection,[5]
Bram Stoker's Dracula,1.158388,No Collection,"[11, 16]"
Down,1.158196,No Collection,"[0, 11, 13, 17]"
Slap Shot 3: The Junior League,1.158017,Slap Shot Collection,"[0, 1, 3]"
Amuck!,1.157955,No Collection,"[6, 13, 11]"
Tight Spot,1.157943,No Collection,"[6, 17, 4]"
Love Me Tender,1.157582,No Collection,"[6, 0, 19, 12, 14]"
Shinsengumi: Assassins of Honor,1.157489,No Collection,"[0, 6, 9, 10]"
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1.157478,No Collection,[5]
Dancing at Lughnasa,1.157399,No Collection,[6]
Cyber Wars,1.157129,No Collection,"[0, 6, 15, 17]"
Bridge To Terabithia,1.157092,No Collection,"[6, 7, 8]"
Reminiscence,1.156922,No Collection,"[11, 17]"
Trojan War,1.156854,No Collection,[3]
Those Who Love Me Can Take the Train,1.156694,No Collection,"[14, 6]"
The Audrey Hepburn Story,1.156667,No Collection,[6]
Kill Kane,1.15662,No Collection,"[17, 4]"
Decasia,1.156575,No Collection,[5]
Return to Ithaca,1.15553,No Collection,"[6, 3]"
Devil's Gate,1.155504,No Collection,"[15, 17]"
A Place in the World,1.155347,No Collection,"[0, 6]"
Cage II: The Arena of Death,1.155263,No Collection,"[0, 6]"
964 Pinocchio,1.15526,No Collection,"[15, 11]"
Rent-a-Kid,1.155255,No Collection,"[3, 7, 16]"
The Devil-Doll,1.155181,No Collection,"[11, 15]"
Philadelphia Experiment II,1.155075,The Philadelphia Experiment - Collezione,[15]
The Family Jewels,1.15502,No Collection,[3]
Deep Dark,1.154928,No Collection,[11]
Ricky Gervais Live 4: Science,1.154887,No Collection,[3]
We Need to Talk,1.154832,No Collection,[3]
Brothers Till We Die,1.154675,No Collection,"[17, 0, 4]"
True Confessions of a Hollywood Starlet,1.154511,No Collection,"[6, 3, 7]"
Les Dames du Bois de Boulogne,1.153856,No Collection,"[6, 14]"
Right Here Right Now,1.153504,No Collection,[6]
The Dirty Picture,1.153466,No Collection,"[6, 3, 9]"
Girl Shy,1.153412,No Collection,"[0, 3, 14]"
Lost and Love,1.15327,No Collection,[6]
Time Changer,1.153239,No Collection,"[3, 6, 7, 15]"
El profe,1.15292,No Collection,"[3, 6, 7]"
